Name,Ratings(Reliability),Durability,Power,Control,Feel,Comfort,Spin,Tension Stability,Overall,Performance-Price Ratio
Head Ultra Tour 16L,3,28,5,19,42,5,14,19,11,1.23
Kirschbaum Touch Multi Fibre 3. Generation 1.30,3,42,9,19,37,28,5,19,17,
Pro Supex Premier Ace 18,3,19,19,37,5,14,5,28,13,
Gamma Zo Plus 16L,3,7,9,5,19,14,5,19,9,0.81
Klipper Synthetic Gut Ultra-Fibre 16,3,28,5,42,5,9,5,9,7,2.70
Pro's Pro Poly Nova Titanium 1.30,3,14,14,9,42,42,9,5,2,
Target Evolution Ultimum 1.32,3,7,19,23,28,23,19,28,21,
Tennis Tech Synthetic Gut Plus 1.30,3,5,5,14,23,28,9,9,13,
Head ETS 17,3,14,19,42,5,28,5,42,9,1.09
BDE Performance 16,3,5,33,33,37,42,7,35,27,1.56
Wilson NXT OS 16L,3,21,14,14,14,9,9,19,14,1.25
Oehms True Grip 1.26,3,28,19,19,5,9,23,14,17,
Kirschbaum Touch Multifibre New Formula 1.30,3,42,28,14,28,33,42,7,14,
Topspin Cyber Touch 1.25/1.32,3,28,28,19,33,23,14,9,22,
Gamma ESP 16,3,42,9,23,28,28,14,9,16,1.64
Comido Elasto Poly 1.25,3,14,5,5,9,14,9,5,2,
Tecnifibre 515 SPL 16,3,42,14,28,37,33,19,19,16,2.09
Astis Gel Competition XT 1.29,3,23,28,37,42,37,42,14,26,
Babolat Attraction 15L,3,9,5,5,5,23,5,5,3,
Eagnas Poly Nova 17,3,28,5,14,42,9,14,23,12,3.40
Ashaway MonoFire 17,3,14,9,14,5,5,14,42,7,
MSV Hybrid Focus / Rebound 1.23/1.30,3,42,28,5,23,33,14,42,15,
Pro's Pro Poly Nova 1.20,3,21,9,9,42,42,14,19,5,
Topspin Polytech 1.30,3,19,9,9,19,14,14,14,14,
Forten Aramid Gear 15/16,3,37,42,42,9,14,33,14,17,3.57
Pro's Pro Hexagon 1.30,3,14,28,14,19,19,23,14,15,
Target Synthetic Gut TF 1.35,3,5,14,14,9,7,42,42,7,
Tecnifibre 625 TGV 15,3,23,5,19,14,28,7,28,10,
Gosen Biogut Bio XPC 16,3,14,14,33,28,37,19,42,23,
Pro's Pro Prodigy 1.29,3,21,9,42,42,23,23,7,6,
Gamma Gut 2 16,3,42,19,23,23,23,5,7,12,3.21
MSV Heavy Spinner 17,3,28,23,5,14,28,28,14,12,
Target Highspeed Alumina 1.33,3,42,23,5,19,28,14,19,15,
Pro's Pro Poly Flex 1.35,3,28,14,42,9,42,23,14,10,
Kirschbaum Basic Polyester 1.30,3,23,9,5,9,9,5,5,42,
Ashaway Vantage Elite 16,3,42,5,14,19,23,5,9,11,
Prince Power Glide 16,3,19,5,23,33,21,28,14,20,3.22
Pro's Pro Titanium 1.35,3,21,14,14,5,5,14,7,11,
Dunlop Tour Performance 16,3,5,42,23,23,37,5,42,18,3.71
Gamma Marathon 15L,3,28,42,9,5,14,7,21,12,2.43
Gamma TNT Extreme Spin 19,3,37,42,33,19,28,42,28,27,3.17
Target Evolution TF Titan 1.35,3,14,19,19,14,14,14,28,13,
Tyger Pro Zeo 1.29,3,9,14,19,23,33,23,23,21,
Gamma TNT Rx 16,3,5,5,14,28,42,7,14,16,1.44
Tecnifibre Spinfire Maxi Power 17,3,42,23,19,23,23,5,28,16,2.09
Prince Polygut 17,3,21,9,9,23,23,19,23,18,5.20
Pro's Pro Millenium Titanium 1.30,3,42,5,14,28,37,42,9,11,
Head Pro Star 1.40,3,9,42,5,5,42,14,7,2,
Pro's Pro Comfort Plus 1.30,3,42,42,5,14,14,5,42,1,
Pro's Pro Element 1.29,3,28,5,5,14,7,7,14,4,
Babolat Syntronic 700 PA 16,3,9,19,28,23,14,14,14,13,
Gamma TNT 18,3,21,14,28,23,28,21,1,13,2.11
Astis Pro-Tech Duracon Titanium 1.35,3,42,37,9,28,35,28,28,24,
Astis Supreme Duracon 1.30,3,19,9,23,28,19,14,7,12,
Wilson Hyper Sensation ICE 1.32,3,14,33,28,23,28,14,21,10,
Polyfibre Poly Hightec Titanium 1.25,3,14,28,14,9,19,14,9,15,
Comido Poly Power 1.25,3,5,19,5,5,5,14,42,6,
Tennis Tech Synthetic Gut Plus 1.35,3,5,14,5,9,7,21,42,3,
MSV Synthetic Gut Tournament 1.30,3,14,14,23,23,21,7,7,16,
Wilson Stamina Spin 16,3,7,5,9,14,9,5,7,7,-1.67
Klipper Pearl Zone 17,3,14,14,19,14,42,14,1,3,0.57
KTS Cellular 1.30,3,23,23,19,14,14,14,23,15,
Gosen OG-Sheep Pro Form Tuff 15L,3,9,5,42,5,5,14,7,2,1.76
Target Evolution TF Titan 1.25,3,9,19,14,19,14,19,23,14,
Agripp Revolution 2000 1.38,3,9,9,28,37,28,42,21,25,
Tennis Tech Synthetic Gut 1.30,3,14,9,19,19,14,14,14,11,
Babolat Titanium Spin 15,3,9,23,14,42,5,23,19,4,
MSV Poly Ident 1.30,3,19,42,14,9,28,14,1,4,
RAJ Poly-Top 1.20,3,5,33,23,19,7,19,7,13,
Isospeed Iso-Tour 3000 1.30,3,14,14,14,14,14,1,1,10,
Wilson Extreme Nylon 16,3,14,5,9,5,1,1,1,1,0.50
Völkl Sensor 1.30,3,19,28,23,14,1,28,1,11,
Prince Endurance DF 15L,3,5,9,23,14,28,1,1,9,2.00
Babolat RPM Blast Rough 16,2,7,14,7,7,14,42,21,8,0.73
Tier One T1 Firewire BOOST Hybrid 1.25/1.23,2,1,7,21,42,21,28,14,11,1.78
Grapplesnake Alpha 1.25,2,28,21,28,35,28,28,28,28,
Kirschbaum Pro Tour Control 1.25,2,28,21,35,28,21,28,28,27,
Pacific Spin 6 Power 16L,2,42,21,42,14,14,7,42,8,
Head Lynx Edge 1.25,2,42,7,28,14,14,28,21,16,
Toalson HD Aster Poly 1.25,2,42,7,21,28,28,7,42,13,
Yonex Rexis 16L,2,14,14,42,21,28,7,14,14,1.25
Oehms Pro Dura Natural Gut 1.30,2,14,21,28,21,35,14,28,23,
Gamma RZR Rx 17,2,42,14,7,14,21,7,14,11,
Luxilon Natural Gut 1.25,2,42,28,7,35,35,7,28,20,0.64
Prince Warrior Response 16,2,14,42,14,42,7,7,14,8,0.92
Dyreex First Round 1.20,2,7,42,28,28,7,35,14,23,
Oehms Alu Pearl Rough 1.25,2,21,42,21,14,28,28,28,20,
Wilson Revolve Spin 17,2,14,7,14,28,28,28,14,19,2.70
Dyreex Black Burst 1.20,2,14,28,28,42,42,35,14,29,
Isospeed Black Fire 1.20,2,14,14,28,14,7,21,28,18,
Yonex Poly Tour Tough 1.25,2,1,42,21,7,14,14,1,2,
Artengo TA 800 Feel 1.30,2,28,14,14,14,28,7,42,13,
WeissCANNON Explosiv! / Scorpion 1.30/1.22,2,21,35,21,21,35,7,14,16,
Grapplesnake Irukandji  0.90-1.45,2,1,21,35,42,35,28,35,28,
Grapplesnake Cube Extra Sharp 1.23,2,14,42,7,7,7,42,14,9,
Tennisman Spin Machine 1.23,2,35,14,28,42,7,42,28,22,
AG Poly 17 17,2,7,14,21,21,42,7,14,8,2.75
MSV Focus - HEX® SOFT 1.23,2,7,7,21,28,35,21,21,20,
Polyfibre Evolution 1.20,2,7,28,7,14,14,28,28,18,
Babolat VS Touch 15L,2,35,35,14,42,42,7,42,11,0.46
Signum Pro X-perience 1.30,2,7,21,21,21,14,28,21,19,
Black Skull Tour 1.25,2,14,7,21,7,14,7,28,12,
Head Reflex MLT 17,2,42,7,14,14,14,42,42,7,
Pro's Pro Cyclone Power 1.25,2,1,21,7,7,7,14,14,10,
Pro's Pro Hot Stuff 1.30,2,7,14,14,14,21,21,7,10,
Signum Pro Yellow Jacket 1.22,2,14,14,28,28,21,35,28,24,3.78
Pro Supex Matrix Hybrid 16L,2,42,14,14,14,14,42,14,6,
WeissCANNON Rock + Power Hybrid 1.20,2,28,28,28,14,28,35,35,28,
Wilson Revolve 1.35,2,35,21,14,14,42,21,42,21,3.00
Dyreex Black Edge Whirl 1.27,2,14,7,28,7,42,42,21,15,2.21
Völkl Cyclone 18L,2,42,7,21,14,14,21,14,13,3.17
MSV Hybrid Focus Hex / Q10 1.23/1.30,2,7,14,7,21,21,14,14,14,
Tecnifibre Pro Red Code Wax 1.25,2,14,21,21,21,28,7,28,20,2.07
Grapplesnake Liquid 1.25,2,42,21,14,14,21,21,14,15,
Big Star Warp 1.19,2,21,28,14,7,14,21,28,19,
Yonex Poly Tour Air 1.25,2,42,14,14,14,14,7,14,9,
Solinco Tour Bite 1.05,2,42,35,21,28,42,14,1,14,1.67
Tecnifibre Pro Red Code Wax 1.30,2,35,42,28,21,21,28,21,22,2.21
Gamma Ocho XP 1.32,2,21,21,21,14,21,14,21,19,
Solinco X-Natural 1.30,2,14,14,21,14,14,21,7,15,
MSV Focus - HEX® Ultra 1.30,2,21,7,21,14,42,28,21,14,
Kirschbaum Pro Line Rough 1.25,2,14,14,21,7,21,28,28,19,
Still in Black Resistretch 1.25,2,14,14,21,7,42,14,7,5,0.58
Völkl Cyclone Tour 16,2,1,14,21,14,21,28,1,14,2.22
Babolat Pro Xtreme 1.25,2,14,7,35,42,7,28,14,13,
Big Star Nexus 1.19,2,14,7,7,14,14,14,7,11,
Oehms Pro Gut Touch 1.25,2,14,28,28,35,35,7,14,23,
Oehms Matador Strike 1.19,2,7,14,14,21,21,7,7,13,
Big Star Square Rough 1.25,2,7,21,14,7,7,35,7,14,
Big Star Potenza 1.18,2,28,7,21,14,42,21,35,18,
Kirschbaum Touch Dura 1.25,2,14,21,28,28,21,42,14,14,
Ashaway Dynamite Soft 17,2,42,14,21,42,35,21,35,24,2.96
Big Star Alu Soft Spin 1.25,2,28,42,21,14,14,21,7,11,
Big Star Styx 1.23,2,42,14,28,42,14,42,21,15,
Kirschbaum Pro Line Rough 1.20,2,14,7,14,21,14,21,1,9,
Donnay X-Poly 17,2,28,42,7,21,21,7,42,12,1.42
SwisString ST-Laser 1.30,2,7,7,42,7,7,14,7,5,
Discho Premium Gut 1.25,2,21,35,42,42,42,7,14,17,
Toalson Polygut 16L,2,14,7,14,7,21,7,28,14,
Oehms Alu Star TT 1.25,2,14,42,21,7,7,7,21,11,
Kirschbaum Competition vanilla 1.25,2,14,7,21,42,14,21,14,7,
Black Skull Axl 1.25,2,14,42,7,14,14,42,42,7,
WeissCANNON Ultra Cable / Red Ghost 1.23/1.18,2,14,28,28,35,35,42,28,26,
WeissCANNON Silverstring / Explosiv! 1.20/1.30,2,14,21,28,21,35,14,28,23,
Tier One Strike Force RIP 1.23,2,14,7,21,14,14,21,28,17,2.67
Tecnifibre Synthetic Gut 17,2,21,14,14,7,21,14,7,6,
Pro's Pro Concept 1.33,2,35,7,28,14,14,14,35,21,
Dyreex Black Burst 1.25,2,21,28,21,14,21,42,21,24,
Polystar Hybrid Turbo/Energy 1.25/1.20,2,42,35,21,35,35,21,14,23,
Kirschbaum Max. Power Rough 1.30,2,14,42,28,21,14,14,14,15,
Genesis Trionic 1.20,2,42,7,42,21,28,42,35,23,4.12
Polyfibre Hexablade 1.25,2,14,7,7,14,42,35,7,12,1.36
Target Concept 3 Fire Tour 1.17,2,14,21,7,7,7,7,14,5,
WeissCANNON Ultra Cable / Explosiv! 1.23/1.30,2,28,21,35,28,35,28,14,19,
Tecnifibre Black Code 4S 1.25,2,7,7,28,14,7,28,21,16,
Gamma iO 17,2,42,7,7,7,42,14,28,9,
MSV EVO-HEX 1.30,2,21,7,42,14,35,14,42,9,
Signum Pro Tornado/Hyperion 1.17/1.18,2,28,21,21,7,14,28,21,20,
Ytex Square X Black 16L,2,42,42,21,21,21,35,14,16,2.71
Head Lynx 1.30,2,1,7,14,7,14,42,21,9,1.08
L-TEC Premium 5S 17,2,28,14,28,21,28,28,35,26,1.95
Discho Black Mamba Gear 1.25,2,35,7,21,21,14,28,42,18,
Pro's Pro Pioneer 1.30,2,42,7,14,7,7,7,14,6,
Wilson Red Alert 16,2,14,14,7,7,21,7,42,10,2.00
Kirschbaum Black Shark 1.30,2,35,28,28,7,7,35,21,23,
Prince Lightning XX 1.25,2,14,28,42,7,28,42,14,5,1.17
Mutual Power Super Match 17/16,2,35,7,21,42,7,14,28,12,2.84
Tennisoutlet No. 1a 1.25,2,14,14,21,14,28,21,21,19,
Mutual Power Dura Plus X 16,2,14,21,7,21,21,14,14,12,4.74
Prince Tour 16,2,28,7,7,7,42,7,21,11,2.29
Klip Synthetic Gut 16,2,7,14,21,14,14,7,7,10,4.00
Gamma Poly-Z 16,2,7,42,42,7,14,42,7,1,
Pro's Pro iString Soft 1.25,2,1,14,7,21,28,14,14,14,
Discho Black Mamba Gear Twisted 1.28,2,21,42,21,14,14,35,7,16,
Solinco Tour Bite Diamond Rough 1.20,2,1,21,7,14,14,14,14,12,1.48
Polyfibre Thinergy 1.10/1.25,2,14,7,21,7,28,21,7,7,
Pacific Spin6 1.25,2,28,7,21,14,21,14,42,15,
Pro's Pro Hexmulti 1.30,2,42,7,35,42,35,28,21,24,
Discho Proton 8 1.20,2,21,21,28,21,14,21,28,22,
Babolat Origin 1.25,2,28,21,7,28,35,14,28,23,
Pro's Pro Hexaspin / Prodigy 1.25/1.29,2,14,14,14,14,14,14,7,13,
RAB Texflex 16,2,14,7,28,21,21,21,28,20,
Luxilon Big Banger Alu Power Feel 1.20,2,42,14,28,42,14,14,21,13,
Xtennis Triangle Rage HDC 1.25,2,28,14,28,21,28,28,42,27,
Solinco Tour Bite Hybrid 16L/16,2,42,14,28,28,21,35,42,18,2.17
Toalson Zigza 125 1.25,2,42,42,7,7,14,7,14,1,
Dunlop DNA 16,2,14,14,14,7,42,42,28,17,
Kirschbaum Vario II Comfort 1.25,2,14,28,28,35,35,7,21,24,
Tecnifibre Black Code / X-One Biphase 1.24/1.24,2,7,21,28,35,21,7,21,16,
Gamma Glide™ Cross String 16,2,14,21,14,21,28,14,42,16,
Pro's Pro iString Super Soft 1.25,2,14,7,7,21,28,14,42,9,
Dunlop Ice 1.25,2,7,21,28,14,21,14,7,16,3.83
Ardor Sports On Fire Lime 1.25,2,14,14,42,42,21,7,7,1,
Discho Proton dreieckig 1.25,2,42,14,14,14,14,42,28,18,
Kirschbaum Pro Line X 16,2,28,7,21,14,42,14,28,16,2.88
Prince Tournament Poly 17,2,14,14,14,21,14,7,21,3,
Unique Tourna Poly Big Hitter Silver Rough 17,2,14,7,21,7,42,14,14,7,1.00
Polyfibre Panthera 1.20,2,28,42,42,7,14,42,42,1,
Polyfibre TCS 1.15,2,28,21,35,35,28,35,28,30,3.07
Dyreex Defender Rough 1.27,2,1,7,28,21,28,21,28,19,
Oehms Co-Poly Gen III White 1.17,2,42,14,28,21,7,21,7,14,
Pro's Pro Nano Cyber Power 1.30,2,28,7,28,28,14,14,28,21,
Head Master 1.38,2,14,7,14,42,7,42,14,6,3.00
Discho Black Mamba Penta Twisted 1.28,2,28,42,28,14,21,28,35,22,3.88
Isospeed Tournament Plus 1.25,2,14,21,21,14,7,14,7,14,
Prince Poly EXP 17,2,14,21,28,21,21,21,28,22,2.21
Gamma Live Wire Revelation 16,2,7,7,14,14,7,42,14,9,1.79
Tyger Reflex 1.32,2,42,14,14,14,21,42,28,5,
MSV Hybrid Focus Hex / Spin Plus 1.23/1.30,2,35,21,28,7,14,21,28,22,
Discho Super Speed Gear 1.25,2,21,14,21,7,7,35,21,18,
Polystar Classic 1.10,2,28,21,14,35,35,28,14,17,
MSV Focus - HEX® PLUS 38 1.20,2,1,14,21,21,14,21,14,15,
Pro's Pro Revoltec 1.27,2,21,21,14,14,28,14,28,20,
Cordatec Maxline V5 1.25,2,21,21,14,28,28,35,14,23,
Genesis Xplosion 17,2,42,14,28,35,28,7,21,19,2.73
Wilson Red Alert 1.25,2,42,14,7,42,14,7,21,3,-0.57
Gamma TNT2 Tour 16,2,14,14,14,14,35,7,42,8,0.92
Oehms Co-Poly Gen III Orange 1.23,2,14,14,14,14,21,28,21,18,
Alien Black Diamond 16,2,14,42,14,21,21,14,42,12,
Head FXP Tour 1.30,2,28,42,28,28,35,28,21,18,2.74
Tecnifibre XR1 17,2,21,28,28,35,42,14,14,20,
Golden Set Hex-Poly 17,2,1,7,35,28,28,14,14,18,6.50
Blindtest String18 1.15,2,28,21,14,21,14,14,14,18,
Yonex Poly Tour 130 1.30,2,14,14,14,7,14,14,28,15,
Topspin Cyber Delta 1.25,2,28,21,14,7,14,21,14,17,
Global Natural Gut 1.32,2,42,21,42,14,28,14,14,13,
Artengo Control Gut 1.35,2,14,42,42,7,14,7,21,5,
Unique Tourna Poly Big Hitter Blue Rough 1.20,2,42,7,14,14,21,14,42,8,1.10
Wilson Natural Gut 17,2,14,21,28,28,35,14,14,22,0.89
Sufix Toplon 15L,2,21,7,7,14,14,7,42,42,
Golden Set Maximal 17,2,14,21,42,35,28,7,28,5,0.96
Golden Set Velvet 17,2,42,7,14,21,21,14,21,2,
Head Natural Gut 16,2,42,14,14,7,28,14,42,11,
Kingame Competition 1.25,2,35,14,21,7,28,42,14,17,
Kingame Master Team 1.25,2,42,42,7,35,7,21,7,11,
Gamma Zo Tour 16,2,35,42,21,7,7,7,28,11,1.14
Ashaway Dynamite 16,2,28,14,7,28,21,14,7,7,1.25
Wilson Sensation Duo 17/16,2,14,7,28,28,28,14,42,11,1.78
Ashaway Monofire XL 17,2,7,7,7,14,14,42,42,5,
Babolat Hurricane Feel 1.30,2,14,7,28,42,21,7,42,11,1.07
Pro's Pro Lethal 8 1.24,2,7,7,14,7,42,14,7,8,
Signum Pro Tornado/Poly Plasma 1.23/1.18,2,42,28,35,21,28,35,42,33,
Gosen OG-Sheep Micro Super 16,2,1,7,28,28,21,7,7,14,4.00
Discho Acura Control 1.25,2,14,14,21,28,28,28,42,15,
Unique Tourna Poly Big Hitter Blue Rough 1.30,2,21,7,42,35,35,35,35,30,4.30
Polyfibre Black Venom 1.30,2,28,7,21,28,28,35,42,21,2.31
Pro's Pro Lethal 5 1.27,2,1,7,7,7,7,28,42,6,
Ashaway Crossfire 17/16,2,42,42,28,14,7,7,7,15,3.00
Toalson Synthetic Premium 15L,2,1,42,7,14,28,7,14,4,
WeissCANNON Scorpion 1.33,2,42,14,21,14,42,7,28,18,2.60
Elastron French Clay 1.23,2,35,42,35,28,21,21,35,25,
Prince Tour Blend 16,2,1,21,28,35,28,21,21,22,3.10
Signum Pro Fiber Touch SF 1.35,2,42,21,14,14,28,7,7,13,
Kirschbaum Basic Polyester 1.20,2,14,14,7,14,7,42,7,7,
Gosen Powermaster II 1.00~1.43,2,28,21,7,21,35,21,28,23,
Babolat Hybrid Pro Hurricane + XCel 1.30/1.30,2,14,42,21,7,7,21,7,1,
Head FiberGel Power 1.24,2,7,14,14,21,28,14,7,15,2.33
Tyger Pro Syngut 1.35,2,28,14,28,21,14,14,28,21,
Bow Brand Championship Natural Gut 18,2,42,28,42,35,35,7,28,25,1.57
Pro's Pro Comet Power 1.35,2,14,7,14,14,42,42,7,4,
Babolat Conquest Rough 15L,2,42,21,14,7,7,28,14,9,
Genesis Heptonic 17,2,14,7,7,42,21,21,28,10,2.03
Oehms White Pearl Rough 1.20,2,42,7,28,28,7,35,21,18,
Penta Poly Flex 1.20,2,14,14,21,7,14,28,14,2,
Tyger Accelerate 1.25,2,14,21,42,7,42,42,21,7,1.54
Tyger Pro Natural 1.35,2,14,7,7,42,14,42,14,4,
Pro's Pro Hy-Brid H2 1.25/1.30,2,14,21,21,21,21,7,7,16,
Gamma Zo Tour Rough 16,2,21,21,35,7,14,35,35,24,2.43
Toalson Ultimate 110 Power 18,2,7,14,21,21,21,21,42,13,
Discho Ionspin Rough 1.25,2,42,21,42,14,21,21,14,15,
Ashaway Synthetic Gut 16,2,7,42,7,21,14,14,14,5,1.84
Prince Synthetic Gut DF 15L,2,14,7,21,35,28,42,14,9,3.25
Pro's Pro Quick Strike Silver 1.30,2,42,7,14,14,14,7,7,5,
Epsilon Pro Banger 1.28,2,21,28,28,21,21,28,7,22,
Signum Pro Twister 1.25,2,42,14,42,42,7,21,42,6,
MSV Hybrid Focus / Rebound 1.18/1.30,2,28,42,14,7,21,7,28,15,
Topspin Cyber Twirl Clay 1.27,2,42,14,14,42,7,28,14,9,
Fischer Pro-No.1 1.30,2,1,28,21,28,21,14,14,10,
Kirschbaum Touch Multifibre New Formula 1.20,2,14,14,21,28,28,42,42,11,
Wilson Enduro Gold 1.25,2,7,14,42,7,14,42,7,5,-2.80
Gosen Hy-Sheep Hy-Sheep 15L,2,14,14,14,21,14,28,42,15,
Pacific Premium Power X 16,2,28,28,21,21,21,7,35,21,
Golden Set Torque 16,2,42,7,21,14,7,28,14,13,
Oehms Co-Poly Gen III Blue 1.25,2,42,7,14,7,42,42,1,4,
Pacific Force 16L 16L,2,28,7,28,21,21,7,21,19,
Topspin Synthetic Gut Extra Playability 16,2,14,21,14,14,14,42,42,7,
Head Synthetic Gut PPS 18,2,42,7,14,7,14,42,42,42,0.00
racketservice.de Poly Super Topspin 1.28,2,28,7,14,42,7,35,14,5,
Astis Synthetic Gut Performance Duracon 1.27,2,21,7,7,21,42,14,14,8,
Astis Tournament Nylon 1.35,2,21,42,7,42,14,42,14,2,
Prince EXO3 Glory 1.25,2,42,21,21,7,14,14,14,19,
Gosen Tecgut Remplir 16,2,7,7,42,14,21,14,14,1,0.10
Wilson Hammertec 16,2,7,21,7,7,35,7,21,3,2.00
Babolat Duralast 16,2,28,14,14,7,7,21,21,10,
Xception Technologies The One 1.30,2,42,42,42,21,7,7,7,10,
RacquetFUEL Super 1.20/1.25,2,14,7,7,42,14,14,14,10,
Babolat VS Team 1.30,2,42,35,28,35,35,7,7,21,0.60
Gosen OG-Sheep Micro Spin 15L,2,42,7,7,7,14,42,14,3,
racketservice.de Poly Power 1.30,2,14,7,7,7,21,7,7,4,
Target Concept 3 Power 1.25,2,42,7,28,7,42,7,42,15,
Völkl Power-Fiber II 16,2,7,42,7,14,28,42,21,11,1.23
Boris Becker B-Xplosive 16,2,1,35,28,21,7,7,28,18,
Discho Spin Monster 1.20,2,42,21,21,21,14,28,21,18,
Klip Adrenalin 17L/16,2,7,14,35,35,35,21,35,24,1.89
Topspin Cyber Flash 1.35,2,35,14,14,14,42,7,42,12,2.12
Pacific PolyGut ATP Blend 17,2,14,35,35,35,21,7,14,23,1.43
Babolat Hybrid Attraction Power + Pro Hurricane 1.25/1.25,2,7,35,21,28,28,7,21,21,
Titan Natural Gut 16,2,42,21,35,35,35,21,28,25,2.00
Wilson NXT Max 16,2,14,42,35,42,35,21,7,22,2.21
Alpha Viper MXT 17,2,7,7,21,21,14,7,42,7,1.25
Eagnas Poly Nova Titanium 17,2,14,7,7,7,28,7,7,5,-1.40
Klip Kicker 17,2,7,7,21,21,21,7,14,12,3.40
Comido Poly Speed Hexagon 1.28,2,7,28,21,28,14,35,7,20,
Tyger Tournament 1.35,2,42,21,14,7,35,35,7,23,
Gamma TNT2 Tour 17,2,42,7,21,21,28,21,35,19,2.25
RAJ TechnoAce NX 1.30,2,14,14,21,28,35,42,42,16,
Forten Poly Rough 16,2,28,7,14,42,7,42,14,8,
Babolat Conquest 16,2,42,7,7,14,21,14,7,8,1.83
Leopard Plus Control 16,2,21,14,28,14,28,28,21,22,2.58
Klip K-Boom 16,2,28,14,14,14,14,7,21,16,1.92
MRS Zyex Fiber 1.28,2,28,35,28,35,35,14,42,31,
Isospeed Hybrid Speed 17,2,28,21,35,28,21,14,28,25,
Gosen Polylon Comfort 16,2,14,14,14,14,21,14,42,9,1.73
Astis Touch Twinflex 1.30,2,7,28,14,35,35,21,42,20,
Keller Sports Punisher 1.27,2,42,7,14,42,7,14,14,8,
Kirschbaum P² 1.275,2,21,21,14,21,28,14,28,21,
Tecnifibre Tournament Biphase 16,2,14,14,14,14,7,42,14,11,
Topspin Fibretouch 1.25,2,7,14,21,14,21,7,7,11,2.00
Babolat VS Synthetic Gut 16,2,7,7,28,21,42,14,28,11,2.67
Babolat Tour Twin Gut 1.35,2,7,28,21,21,28,42,42,13,
Signum Pro Poly Megaforce 1.29,2,28,7,21,7,42,14,28,15,2.33
Tennis Tech Fibre Power 1.38,2,28,7,21,21,28,14,42,11,
Target Tournament Pro 15L,2,42,42,42,42,14,42,42,2,
Astis Premium Poly Control 1.24,2,21,7,7,7,7,14,42,7,
Pacific Space Power TX 16,2,7,21,35,28,21,42,14,16,
MSV Focus-EVO 1.30,2,7,42,7,7,28,42,28,11,1.88
Polyfibre Poly-Hightec 1.30,2,14,42,14,42,42,42,14,2,0.33
Polyfibre Hightec Premium 1.20,2,14,7,14,42,42,14,14,5,0.70
Luxilon Big Banger LTS 16,2,28,14,14,7,42,14,35,16,1.35
Oehms Co-Poly Gen III White 1.28,2,28,21,28,14,21,14,28,22,
Topspin Cyber Flash / Energy 1.25/1.20,2,14,7,21,21,7,14,14,14,
Topspin Cyber Blue / Energy 1.25/1.20,2,14,14,28,21,21,14,7,17,
Tennis Tech Gutech Plus 1.35,2,21,7,14,14,28,7,14,5,
MSV Hybrid Focus / Q10 1.18/1.30,2,14,28,42,35,28,21,14,20,
Babolat Air Spin 15L,2,14,14,21,7,35,28,21,20,
Wilson Tour Gut 16,2,7,14,21,7,14,42,7,10,
Wilson Ultra Synthetic Gut 15L,2,7,21,14,14,14,7,42,9,
WeissCANNON Phaenomen Hybrid 1.15/1.25,2,7,7,35,21,14,14,14,16,
Polyfibre TCS/Speed 1.25/1.25,2,7,35,14,14,35,35,42,20,
Gamma TNT2 Pro Plus 17L,2,14,14,35,42,42,21,7,25,2.77
MSV Hybrid Focus Hex / Rebound 1.23/1.30,2,1,28,42,28,28,7,21,16,
BDE Rallye 16,2,21,28,14,28,35,14,28,24,
Laserfibre SuperNatural Phenom XRC 18,2,42,28,28,35,21,28,28,18,1.86
Pro Supex Blue Gear 1.28,2,42,28,14,14,21,28,42,23,3.47
Isospeed Pulse 1.30,2,21,42,42,7,21,14,14,7,1.25
Klipper Zyex 17,2,7,14,21,28,28,14,42,16,1.92
Ektelon Powerplay 16,2,42,14,42,35,35,42,14,10,3.50
Babolat Pro Match 1.38,2,7,7,14,14,42,14,42,4,
MSV Poly Better Spin 1.28,2,28,14,35,21,7,35,35,25,
Pacific Power Line 1 17,2,42,42,7,14,14,14,1,1,
Babolat ATP Tour Team 16,2,14,7,7,7,28,14,42,1,
Wilson PolyLast 16,2,28,7,35,28,28,21,35,26,9.25
Kirschbaum Natural Gut 1.20,2,21,21,35,42,35,21,42,19,
Klip Excellerator 17,2,14,14,28,28,14,42,14,16,1.77
MSV Elastic Poly 1.24,2,28,21,35,28,42,21,28,23,
Silent Partner Original Syn 16,2,42,7,14,7,7,14,14,7,2.87
Wilson NXT Max 15L,2,14,42,21,7,42,42,7,7,0.71
MSV Hybrid Focus Hex / Q10 1.10/1.30,2,28,28,7,28,42,42,42,25,
Gosen OG-Sheep JC Titan 16,2,42,7,7,7,21,7,42,7,1.74
Signum Pro Synthetic Gut Classic 1.30,2,14,7,14,14,28,42,42,7,
Polystar Profile 1.30,2,42,28,14,42,28,21,14,15,
Kirschbaum Long Life Spiky 1.38,2,28,42,42,14,14,21,14,5,
Pacific Premium Power X 16L,2,42,21,14,28,21,21,21,18,
WaveTennis White Shark 1.20,2,1,28,21,28,21,7,21,12,
Dunlop Titanium 1.25,2,21,7,28,42,14,42,28,14,
Head Ti.Control 17L,2,7,14,35,35,42,28,28,27,
BDE Doble Kevlar 1.40/1.35,2,21,7,21,42,42,7,7,9,
Head Rip Ti.Fiber 17,2,14,42,21,14,14,21,7,11,1.78
Kirschbaum P² 1.225,2,28,28,28,14,42,21,28,21,
Fischer Poly Pro 1.25,2,28,14,7,7,42,14,14,2,
